1,  11.112,   4.123,   3.989,   8.401,  -5.992, 130.172,
1,  11.112,   4.123,   3.989,   8.405,  -5.998, 130.167,
1,  11.112,   4.123,   3.989,   8.400,  -5.996, 130.170,
1,  11.112,   4.123,   3.989,   8.398,  -5.993, 130.170,
1,  11.112,   4.123,   3.988,   8.403,  -5.989, 130.167,
1,  11.112,   4.123,   3.988,   8.401,  -5.990, 130.171,
1,  11.112,   4.123,   3.989,   8.398,  -5.992, 130.170,
1,  11.112,   4.123,   3.988,   8.401,  -5.991, 130.171,
1,  11.111,   4.123,   3.989,   8.400,  -5.994, 130.172,
1,  11.111,   4.123,   3.989,   8.401,  -5.998, 130.171,
1,  11.112,   4.123,   3.989,   8.395,  -5.998, 130.169,
1,  11.112,   4.123,   3.989,   8.397,  -5.998, 130.168,
1,  11.112,   4.123,   3.989,   8.403,  -5.996, 130.170,
1,  11.112,   4.123,   3.989,   8.397,  -6.002, 130.172,
1,  11.112,   4.123,   3.989,   8.397,  -5.995, 130.170,
1,  11.112,   4.123,   3.989,   8.394,  -6.001, 130.171,
1,  11.112,   4.123,   3.989,   8.392,  -5.996, 130.172,
1,  11.112,   4.122,   3.989,   8.390,  -6.000, 130.172,
1,  11.112,   4.122,   3.989,   8.392,  -5.997, 130.168,
1,  11.112,   4.123,   3.989,   8.394,  -5.996, 130.166,
1,  11.112,   4.123,   3.988,   8.397,  -5.995, 130.164,
1,  11.112,   4.123,   3.988,   8.397,  -5.995, 130.162,
1,  11.112,   4.123,   3.988,   8.389,  -5.993, 130.162,
1,  11.112,   4.123,   3.988,   8.393,  -5.998, 130.160,
1,  11.112,   4.123,   3.988,   8.397,  -5.996, 130.160,
1,  11.112,   4.123,   3.988,   8.392,  -5.993, 130.162,
1,  11.112,   4.122,   3.988,   8.391,  -6.000, 130.165,
1,  11.112,   4.123,   3.989,   8.394,  -6.006, 130.166,
1,  11.112,   4.123,   3.988,   8.393,  -6.004, 130.169,
1,  11.112,   4.123,   3.988,   8.393,  -6.003, 130.167,
1,  11.112,   4.123,   3.988,   8.391,  -6.007, 130.165,
1,  11.112,   4.123,   3.989,   8.389,  -6.008, 130.163,
1,  11.112,   4.123,   3.989,   8.391,  -6.014, 130.161,
1,  11.112,   4.123,   3.988,   8.395,  -6.006, 130.160,
1,  11.112,   4.123,   3.988,   8.396,  -6.004, 130.157,
1,  11.112,   4.123,   3.988,   8.394,  -6.008, 130.156,
1,  11.112,   4.123,   3.989,   8.393,  -6.018, 130.160,
1,  11.112,   4.123,   3.989,   8.398,  -6.017, 130.156,
1,  11.112,   4.123,   3.988,   8.395,  -6.009, 130.160,
1,  11.112,   4.123,   3.988,   8.394,  -6.010, 130.163,
1,  11.112,   4.123,   3.988,   8.394,  -6.011, 130.166,
1,  11.112,   4.123,   3.988,   8.393,  -6.010, 130.167,
1,  11.112,   4.123,   3.988,   8.394,  -6.012, 130.164,
1,  11.112,   4.123,   3.989,   8.394,  -6.010, 130.165,
1,  11.112,   4.123,   3.989,   8.391,  -6.014, 130.165,
1,  11.112,   4.122,   3.989,   8.391,  -6.020, 130.165,
1,  11.112,   4.122,   3.989,   8.387,  -6.019, 130.170,
1,  11.112,   4.122,   3.989,   8.385,  -6.016, 130.167,
1,  11.112,   4.123,   3.989,   8.388,  -6.018, 130.166,
1,  11.112,   4.122,   3.989,   8.388,  -6.020, 130.166,
1,  11.112,   4.123,   3.989,   8.393,  -6.020, 130.165,
1,  11.112,   4.123,   3.989,   8.395,  -6.022, 130.164,
1,  11.112,   4.123,   3.989,   8.396,  -6.016, 130.160,
1,  11.112,   4.123,   3.989,   8.397,  -6.016, 130.158,
1,  11.112,   4.123,   3.989,   8.396,  -6.012, 130.157,
1,  11.112,   4.123,   3.988,   8.393,  -6.007, 130.155,
1,  11.112,   4.123,   3.988,   8.396,  -6.002, 130.154,
1,  11.112,   4.123,   3.988,   8.398,  -5.998, 130.149,
1,  11.112,   4.123,   3.989,   8.393,  -6.007, 130.156,
1,  11.112,   4.123,   3.989,   8.397,  -6.014, 130.154,
1,  11.112,   4.122,   3.989,   8.390,  -6.016, 130.156,
