1,   9.335,   4.878,  -2.742,  90.498,  -9.370, -11.827,
1,   9.334,   4.880,  -2.742,  90.508,  -9.378, -11.829,
1,   9.333,   4.882,  -2.742,  90.508,  -9.391, -11.831,
1,   9.332,   4.883,  -2.742,  90.516,  -9.406, -11.831,
1,   9.333,   4.884,  -2.740,  90.522,  -9.428, -11.850,
1,   9.333,   4.883,  -2.741,  90.520,  -9.441, -11.846,
1,   9.333,   4.884,  -2.740,  90.532,  -9.458, -11.860,
1,   9.332,   4.883,  -2.740,  90.539,  -9.464, -11.857,
1,   9.331,   4.884,  -2.740,  90.555,  -9.468, -11.856,
1,   9.331,   4.884,  -2.739,  90.556,  -9.476, -11.868,
1,   9.330,   4.884,  -2.738,  90.562,  -9.475, -11.877,
1,   9.330,   4.884,  -2.738,  90.560,  -9.465, -11.882,
1,   9.329,   4.885,  -2.738,  90.563,  -9.456, -11.878,
1,   9.328,   4.885,  -2.737,  90.559,  -9.446, -11.881,
1,   9.328,   4.884,  -2.737,  90.547,  -9.438, -11.883,
1,   9.327,   4.884,  -2.737,  90.532,  -9.420, -11.884,
1,   9.326,   4.884,  -2.736,  90.512,  -9.404, -11.887,
1,   9.326,   4.884,  -2.735,  90.477,  -9.379, -11.899,
1,   9.326,   4.882,  -2.735,  90.423,  -9.342, -11.895,
1,   9.326,   4.883,  -2.736,  90.414,  -9.317, -11.883,
1,   9.325,   4.883,  -2.736,  90.390,  -9.290, -11.879,
1,   9.325,   4.883,  -2.736,  90.368,  -9.281, -11.891,
1,   9.325,   4.883,  -2.736,  90.343,  -9.268, -11.894,
1,   9.325,   4.884,  -2.736,  90.341,  -9.271, -11.898,
1,   9.325,   4.884,  -2.737,  90.324,  -9.271, -11.904,
1,   9.325,   4.884,  -2.737,  90.305,  -9.286, -11.919,
1,   9.325,   4.885,  -2.737,  90.310,  -9.293, -11.920,
1,   9.326,   4.886,  -2.737,  90.305,  -9.302, -11.940,
1,   9.326,   4.886,  -2.739,  90.291,  -9.306, -11.939,
1,   9.327,   4.887,  -2.740,  90.294,  -9.315, -11.957,
1,   9.327,   4.887,  -2.741,  90.294,  -9.315, -11.973,
1,   9.328,   4.888,  -2.740,  90.288,  -9.325, -11.996,
1,   9.330,   4.886,  -2.740,  90.267,  -9.329, -12.013,
1,   9.330,   4.887,  -2.741,  90.267,  -9.325, -12.022,
1,   9.331,   4.886,  -2.742,  90.264,  -9.328, -12.031,
1,   9.331,   4.886,  -2.744,  90.266,  -9.327, -12.037,
1,   9.331,   4.888,  -2.743,  90.282,  -9.336, -12.059,
1,   9.331,   4.887,  -2.744,  90.279,  -9.330, -12.069,
1,   9.331,   4.888,  -2.744,  90.289,  -9.328, -12.086,
1,   9.332,   4.887,  -2.744,  90.272,  -9.319, -12.092,
1,   9.332,   4.886,  -2.745,  90.258,  -9.305, -12.092,
1,   9.332,   4.887,  -2.745,  90.272,  -9.304, -12.101,
1,   9.332,   4.887,  -2.745,  90.267,  -9.301, -12.101,
1,   9.332,   4.887,  -2.745,  90.264,  -9.296, -12.099,
1,   9.333,   4.887,  -2.744,  90.246,  -9.299, -12.111,
1,   9.332,   4.886,  -2.744,  90.239,  -9.294, -12.108,
1,   9.332,   4.886,  -2.745,  90.231,  -9.284, -12.098,
1,   9.332,   4.886,  -2.745,  90.222,  -9.283, -12.104,
1,   9.333,   4.886,  -2.744,  90.209,  -9.282, -12.108,
1,   9.333,   4.885,  -2.744,  90.200,  -9.274, -12.102,
1,   9.333,   4.885,  -2.745,  90.188,  -9.265, -12.100,
1,   9.333,   4.884,  -2.744,  90.190,  -9.266, -12.105,
1,   9.333,   4.884,  -2.745,  90.188,  -9.265, -12.096,
1,   9.333,   4.884,  -2.745,  90.197,  -9.274, -12.103,
1,   9.333,   4.883,  -2.744,  90.200,  -9.285, -12.120,
1,   9.335,   4.881,  -2.744,  90.199,  -9.296, -12.138,
1,   9.335,   4.881,  -2.743,  90.209,  -9.310, -12.156,
1,   9.335,   4.881,  -2.743,  90.218,  -9.310, -12.166,
1,   9.336,   4.880,  -2.744,  90.229,  -9.309, -12.187,
1,   9.336,   4.879,  -2.745,  90.238,  -9.295, -12.194,
1,   9.336,   4.878,  -2.745,  90.242,  -9.281, -12.206,
1,   9.337,   4.877,  -2.747,  90.240,  -9.268, -12.210,
1,   9.337,   4.877,  -2.747,  90.237,  -9.254, -12.223,
1,   9.338,   4.876,  -2.746,  90.235,  -9.239, -12.241,
1,   9.339,   4.875,  -2.747,  90.221,  -9.230, -12.249,
1,   9.340,   4.873,  -2.748,  90.208,  -9.213, -12.251,
1,   9.340,   4.874,  -2.748,  90.219,  -9.219, -12.252,
1,   9.340,   4.874,  -2.747,  90.223,  -9.229, -12.267,
1,   9.341,   4.875,  -2.748,  90.232,  -9.236, -12.265,
1,   9.342,   4.874,  -2.749,  90.231,  -9.242, -12.271,
1,   9.341,   4.875,  -2.749,  90.246,  -9.256, -12.270,
1,   9.342,   4.875,  -2.750,  90.252,  -9.272, -12.272,
1,   9.341,   4.878,  -2.749,  90.274,  -9.298, -12.273,
