1,  10.227,  13.504,   3.179,-125.281,  75.289, -86.299,
1,  10.226,  13.505,   3.179,-125.252,  75.289, -86.275,
1,  10.226,  13.504,   3.182,-125.271,  75.306, -86.280,
1,  10.226,  13.503,   3.183,-125.257,  75.314, -86.266,
1,  10.225,  13.503,   3.185,-125.251,  75.329, -86.260,
1,  10.224,  13.504,   3.185,-125.226,  75.322, -86.236,
1,  10.226,  13.504,   3.182,-125.248,  75.303, -86.248,
1,  10.224,  13.505,   3.183,-125.207,  75.311, -86.208,
1,  10.224,  13.505,   3.185,-125.189,  75.316, -86.189,
1,  10.224,  13.505,   3.185,-125.209,  75.319, -86.209,
1,  10.226,  13.504,   3.184,-125.221,  75.314, -86.222,
1,  10.225,  13.505,   3.185,-125.210,  75.313, -86.212,
1,  10.224,  13.507,   3.180,-125.186,  75.284, -86.197,
1,  10.222,  13.508,   3.180,-125.122,  75.285, -86.170,
1,  10.218,  13.512,   3.176,-125.069,  75.267, -86.142,
1,  10.214,  13.518,   3.171,-124.990,  75.237, -86.101,
1,  10.214,  13.514,   3.178,-125.051,  75.285, -86.148,
1,  10.221,  13.510,   3.176,-125.072,  75.273, -86.104,
1,  10.219,  13.512,   3.174,-125.005,  75.269, -86.075,
1,  10.215,  13.515,   3.177,-125.001,  75.284, -86.081,
1,  10.214,  13.513,   3.178,-125.035,  75.303, -86.125,
1,  10.217,  13.508,   3.179,-125.122,  75.317, -86.169,
1,  10.216,  13.508,   3.179,-125.082,  75.325, -86.127,
1,  10.218,  13.506,   3.183,-125.053,  75.341, -86.073,
1,  10.217,  13.507,   3.183,-125.035,  75.339, -86.057,
1,  10.216,  13.508,   3.179,-124.978,  75.318, -86.005,
1,  10.217,  13.507,   3.181,-125.007,  75.334, -86.013,
1,  10.217,  13.505,   3.182,-125.040,  75.337, -86.024,
1,  10.216,  13.507,   3.181,-125.047,  75.334, -86.041,
1,  10.213,  13.508,   3.184,-124.975,  75.347, -85.981,
1,  10.213,  13.507,   3.184,-124.956,  75.347, -85.967,
1,  10.214,  13.506,   3.186,-124.973,  75.355, -85.973,
1,  10.214,  13.506,   3.186,-124.978,  75.354, -85.982,
1,  10.212,  13.507,   3.186,-124.963,  75.357, -85.993,
1,  10.211,  13.509,   3.184,-124.916,  75.334, -85.957,
1,  10.211,  13.508,   3.186,-124.934,  75.343, -85.988,
1,  10.212,  13.508,   3.183,-124.941,  75.319, -86.007,
1,  10.212,  13.509,   3.182,-124.932,  75.301, -86.036,
1,  10.210,  13.511,   3.181,-124.861,  75.286, -85.986,
1,  10.211,  13.512,   3.181,-124.931,  75.279, -86.064,
1,  10.214,  13.510,   3.181,-125.037,  75.269, -86.140,
1,  10.213,  13.510,   3.183,-125.003,  75.298, -86.137,
1,  10.214,  13.510,   3.183,-125.037,  75.296, -86.172,
1,  10.213,  13.509,   3.186,-125.032,  75.321, -86.180,
1,  10.214,  13.508,   3.187,-125.074,  75.328, -86.212,
1,  10.214,  13.507,   3.187,-125.083,  75.317, -86.209,
1,  10.214,  13.506,   3.190,-125.122,  75.338, -86.255,
1,  10.212,  13.507,   3.189,-125.104,  75.329, -86.267,
1,  10.209,  13.508,   3.191,-125.064,  75.341, -86.250,
1,  10.206,  13.508,   3.193,-125.009,  75.350, -86.196,
1,  10.210,  13.505,   3.192,-125.103,  75.345, -86.262,
1,  10.210,  13.505,   3.193,-125.089,  75.347, -86.244,
1,  10.213,  13.502,   3.194,-125.127,  75.352, -86.257,
1,  10.212,  13.502,   3.193,-125.110,  75.352, -86.244,
1,  10.208,  13.502,   3.198,-125.048,  75.377, -86.200,
1,  10.210,  13.501,   3.196,-125.100,  75.370, -86.236,
1,  10.211,  13.501,   3.196,-125.110,  75.374, -86.242,
1,  10.211,  13.501,   3.194,-125.114,  75.362, -86.243,
1,  10.209,  13.501,   3.197,-125.078,  75.380, -86.219,
1,  10.208,  13.502,   3.196,-125.091,  75.377, -86.243,
1,  10.207,  13.503,   3.194,-125.041,  75.363, -86.212,
1,  10.206,  13.504,   3.194,-125.018,  75.367, -86.202,
1,  10.206,  13.506,   3.194,-124.994,  75.355, -86.191,
1,  10.210,  13.503,   3.192,-125.091,  75.347, -86.272,
1,  10.209,  13.504,   3.195,-125.070,  75.360, -86.273,
1,  10.209,  13.503,   3.196,-125.050,  75.365, -86.256,
1,  10.210,  13.503,   3.196,-125.063,  75.365, -86.266,
1,  10.210,  13.504,   3.194,-125.051,  75.355, -86.252,
