,ts,tx,ty,tz,rx,ry,rz,qx,qy,qz,qw,motor0,motor1
5689,1543539558.299625,0.05641728067398071,-0.2608496545791626,-0.1280462903022766,-0.45854782218797063,-0.0695085293950285,-1.6929941023337913,0.17584437131881714,-0.1476931869983673,0.7341569662094116,-0.6389670968055725,1100,5539
5690,1543539558.309657,0.056122622060775756,-0.26081668663024904,-0.1283015315055847,-0.45777422323804134,-0.06988958329950375,-1.6934736373981827,0.17569978535175323,-0.14732733368873596,0.7343910336494446,-0.6388223767280579,1100,5539
5691,1543539558.319658,0.05569647922515869,-0.2608326498031616,-0.1285854531288147,-0.45671706358047526,-0.07081708625480457,-1.6931868723215944,0.17571884393692017,-0.14661212265491486,0.7344347834587097,-0.6389313340187073,1100,5539
5692,1543539558.329656,0.055369966936111445,-0.2608967447280884,-0.1287838421821594,-0.4557217056695419,-0.07175053879560633,-1.6928366196824083,0.17576424777507782,-0.14591196179389954,0.7344534397125244,-0.6390576958656311,1100,5539
5693,1543539558.339626,0.054799992036819456,-0.26093906288146973,-0.12923142871856688,-0.4547886665778634,-0.07273220173380016,-1.6923482070849831,0.1758567988872528,-0.14520668983459473,0.7344256639480591,-0.6392247080802917,1100,5539
5694,1543539558.349652,0.0543443027973175,-0.260935841178894,-0.12946629810333252,-0.4544237215226381,-0.07426805582169578,-1.6923931985347551,0.1762925237417221,-0.1445762813091278,0.7345605492591858,-0.6390926241874695,1118,5521
5695,1543539558.359659,0.05399981679916382,-0.2608814840316772,-0.1297802324295044,-0.4534543648124823,-0.07522957828315055,-1.6925500656407135,0.17631930112838745,-0.14392074942588806,0.7347391247749329,-0.6390278935432434,1118,5521
5696,1543539558.369658,0.05331957731246948,-0.2608609910964966,-0.13016494731903075,-0.4526861214880916,-0.07661241608140244,-1.6932443046131893,0.17652438580989838,-0.14324913918972015,0.735099732875824,-0.6387073993682861,1118,5521
5697,1543539558.379671,0.053057862424850465,-0.2608726667404175,-0.13034286766052244,-0.45173772601545875,-0.07719419589850841,-1.6930185532647377,0.17644813656806946,-0.14269106090068817,0.7351304292678833,-0.6388180255889893,1118,5521
5698,1543539558.389622,0.05261900234222412,-0.26091139984130857,-0.1306245244026184,-0.45001746120779884,-0.07719955867360033,-1.6938008219338816,0.1758449673652649,-0.14212574064731598,0.735503077507019,-0.6386814117431641,1118,5521
5699,1543539558.399655,0.05232946090698242,-0.26093915977478027,-0.1307744668006897,-0.4491295336838103,-0.07729196076463633,-1.69381906627711,0.1755935698747635,-0.14177069067955017,0.7355774641036987,-0.6387438774108887,1118,5521
5700,1543539558.409659,0.05194907593727112,-0.2609203866958618,-0.1310033166885376,-0.44840096065153423,-0.0770138866673124,-1.6941710944489774,0.17523524165153503,-0.14162416756153107,0.735724925994873,-0.6387048959732056,1137,5506
5701,1543539558.419658,0.05144052534103393,-0.2609071123123169,-0.13136964607238769,-0.4465425674075759,-0.07717639086116604,-1.6942287963512792,0.17469649016857147,-0.14089256525039673,0.7358842492103577,-0.6388307213783264,1137,5506
5702,1543539558.429657,0.05099018945693969,-0.26091677742004393,-0.1315940873146057,-0.44601076804494766,-0.07780355131628328,-1.6942442348044802,0.17475275695323944,-0.14049388468265533,0.7359636425971985,-0.6388117074966431,1137,5506
5703,1543539558.439658,0.05032474133968353,-0.26093426666259767,-0.13195998067855835,-0.445312437194092,-0.07897301054287915,-1.6946476984734165,0.17492516338825226,-0.13989107310771942,0.7362101674079895,-0.638612687587738,1137,5506
5704,1543539558.449654,0.049941767501831054,-0.2609276294708252,-0.13216329917907715,-0.4441180776933014,-0.0798538235550148,-1.6948611695709213,0.17484809458255768,-0.13918301463127136,0.7364131212234497,-0.6385545134544373,1137,5506
5705,1543539558.45966,0.049561921501159664,-0.2609262002944946,-0.132383150100708,-0.4434501568306292,-0.08052390384621329,-1.6950250909840612,0.17486630380153656,-0.13873302936553955,0.7365508079528809,-0.6384886503219604,1137,5506
