,ts,tx,ty,tz,rx,ry,rz,motor0,motor1
0,1543275301.070838,-0.002298253120481968,-0.26247213306427003,-0.16285671396255494,0.25310240403343964,0.008639604085514906,-1.6090822015393087,1249,3733
1,1543275301.071778,-0.0020380221009254455,-0.26254177513122556,-0.16286183719635008,0.25293358284406153,0.0081189672552503,-1.609252532193315,1249,3733
2,1543275301.081856,-0.0017221724286675451,-0.2626029390335083,-0.1629139052391052,0.2520374368942065,0.006900829702940882,-1.6103673625382737,1249,3733
3,1543275301.091829,-0.0013714186444878577,-0.2626386199951172,-0.16285698041915894,0.2509679861121846,0.006009930685366609,-1.6109430782935028,1249,3733
4,1543275301.101833,-0.0009996592611074447,-0.26246806354522706,-0.16292573833465576,0.24907143099082069,0.007572143949466998,-1.611795454808435,1249,3733
5,1543275301.111855,-0.0008413533806800842,-0.2623259452819824,-0.16294481420516968,0.24696414684371387,0.009362315620270682,-1.6129120235911947,1249,3733
6,1543275301.121827,-0.0004263527553528547,-0.2621702377319336,-0.1629552544593811,0.24467821180630184,0.011175162472207963,-1.613625549391272,1234,3751
7,1543275301.131861,-9.918557894416153e-05,-0.2621309232711792,-0.16295319547653198,0.24297529404685833,0.011526801054029347,-1.6140245648445675,1234,3751
8,1543275301.141856,0.0002984861828386783,-0.26210774154663086,-0.1629941086769104,0.241823210048501,0.011836617314459848,-1.6139073277161535,1234,3751
9,1543275301.151857,0.001029150689393282,-0.2621839723587036,-0.16291420803070067,0.24076987643942657,0.01087637074154663,-1.6137306181557372,1234,3751
10,1543275301.161862,0.001567308437079191,-0.2621601123809814,-0.16298862209320067,0.24003995461404518,0.010963636033604526,-1.6138511810686704,1234,3751
11,1543275301.171833,0.002515497952699661,-0.2621769233703613,-0.16295481843948365,0.2390132618310147,0.010887304926360124,-1.6135231132833976,1234,3751
12,1543275301.181833,0.0030525043353438375,-0.2621657564163208,-0.16294204063415527,0.2381150457563509,0.011171879262691208,-1.6137536599639082,1234,3751
13,1543275301.191836,0.003632264134287834,-0.26215153732299806,-0.16295931186676024,0.23711314401837869,0.01135852085799214,-1.6135369737670826,1217,3772
14,1543275301.201856,0.004290459635853767,-0.26218215560913083,-0.1629426462173462,0.2358569593734388,0.011315533614759185,-1.6131941600400521,1217,3772
15,1543275301.211869,0.004593042683601379,-0.2621605968475342,-0.16302062110900878,0.23417905161064015,0.011519197646417543,-1.613118556204814,1217,3772
16,1543275301.221862,0.005017132213711738,-0.2621715700149536,-0.162941592502594,0.23272828589505778,0.011003509596221712,-1.6126293766154536,1217,3772
17,1543275301.231829,0.005273735979199409,-0.2621344356536865,-0.16286905574798582,0.2316361049077599,0.011377348427887858,-1.612251690525965,1217,3772
18,1543275301.241859,0.005518096366524696,-0.26206116008758545,-0.16291162824630737,0.23018216768184036,0.012132745561672837,-1.6126455586248745,1217,3772
19,1543275301.251856,0.006107747420668602,-0.26193682174682614,-0.16291848344802856,0.22816493621990902,0.013504115218441,-1.6124762135877415,1201,3789
20,1543275301.261863,0.006622211158275604,-0.2619000022888183,-0.16288127641677855,0.22724705111586913,0.013778379415644849,-1.6121757919686435,1201,3789
21,1543275301.27186,0.007413121730089187,-0.261901092338562,-0.1628382315635681,0.22594111540964004,0.013934443729939789,-1.6128666407915713,1201,3789
