,ts,tx,ty,tz,rx,ry,rz,motor0,motor1
38,1543197959.270011,-0.050601744174957275,-0.25926544895172116,-0.13812938365936278,-2.2908978975467953,-0.013102731527820698,-1.539020944931095,1580,3318
39,1543197959.280009,-0.05030598037242889,-0.25925803661346436,-0.13836980018615722,-2.292055119134659,-0.012988702969176619,-1.5392956507018902,1580,3318
40,1543197959.29001,-0.04992274007797241,-0.25927123832702637,-0.13862829942703248,-2.2933314245198533,-0.012884626161188118,-1.5390601941260833,1564,3337
41,1543197959.299977,-0.049351145243644715,-0.25925852108001707,-0.13900371255874633,-2.2944025205913032,-0.012959894363104693,-1.539228163365707,1564,3337
42,1543197959.30999,-0.04888503694534302,-0.25924280014038087,-0.139335862827301,-2.2951771438350135,-0.01237021924843714,-1.5387274883102813,1564,3337
43,1543197959.320012,-0.04817041547298431,-0.2592764705657959,-0.1396906982421875,-2.2963763607417684,-0.012887670188416658,-1.5381677602288146,1564,3337
44,1543197959.33001,-0.047839134216308594,-0.2592747022628784,-0.13992757816314697,-2.297197870597754,-0.012817679353566652,-1.538603439234251,1564,3337
45,1543197959.340006,-0.047493228125572204,-0.25927714881896974,-0.1401811964035034,-2.2984073018694784,-0.013040896506888146,-1.5383773229702502,1564,3337
46,1543197959.350007,-0.04701004238128662,-0.25924735412597655,-0.14049050407409666,-2.299651950281691,-0.012767573925130643,-1.5386925549550239,1546,3355
47,1543197959.360053,-0.04658282160758972,-0.2592459976196289,-0.1407174645423889,-2.301089631208172,-0.012596914445606077,-1.5380374285354257,1546,3355
48,1543197959.369977,-0.046053626680374146,-0.25926675701141355,-0.1409854956626892,-2.302652060165047,-0.01280300323253023,-1.5381550838681703,1546,3355
49,1543197959.380014,-0.04570619451999664,-0.25927736682891844,-0.14120476522445677,-2.3035794244621015,-0.01305947733096294,-1.5382878204223496,1546,3355
50,1543197959.38998,-0.04522829551696777,-0.2592824779510498,-0.1414928653717041,-2.304134847820875,-0.0132902806882259,-1.5377940216127637,1546,3355
51,1543197959.400006,-0.04456110634803772,-0.2592915859222412,-0.1418229687690735,-2.3056014333860277,-0.013131813980935917,-1.5378097214483721,1546,3355
52,1543197959.41001,-0.04409106781482696,-0.25929374179840087,-0.14210656337738037,-2.306392639108554,-0.013068549122873665,-1.5373575953531882,1546,3355
53,1543197959.420013,-0.04350431220531464,-0.25927896556854246,-0.14247882747650145,-2.308265371924622,-0.012660931497364324,-1.5374881936746634,1529,3374
54,1543197959.430014,-0.04315976867675781,-0.25928872756958005,-0.14263885889053343,-2.3094432021288034,-0.012776076337071608,-1.5373307673090582,1529,3374
55,1543197959.440007,-0.04273665678501129,-0.25929781131744384,-0.14285834646224976,-2.3102584677798697,-0.013058182713790355,-1.537261809221853,1529,3374
56,1543197959.450016,-0.04218094942569733,-0.25930982608795167,-0.14317182054519653,-2.312089320399298,-0.01300818682612527,-1.5371477826064182,1529,3374
57,1543197959.460005,-0.04175827052593231,-0.2593194911956787,-0.14337022171020508,-2.313066172461054,-0.013464350884944349,-1.5372052446395488,1529,3374
58,1543197959.469979,-0.04112053389549255,-0.2593328140258789,-0.14370106391906737,-2.3150630024204406,-0.013141361433667016,-1.5368421311341933,1529,3374
59,1543197959.480008,-0.04067798883914947,-0.2593347034454346,-0.14395800075531004,-2.3159979459458553,-0.013463864979193836,-1.5369825034784785,1512,3392
60,1543197959.490007,-0.04030007464885711,-0.25934129219055174,-0.14416196117401123,-2.317467220964016,-0.013187921844407913,-1.537325169800894,1512,3392
61,1543197959.500017,-0.039614136624336244,-0.2593720558166504,-0.14448577861785888,-2.319111205726226,-0.01373389179084152,-1.536933867473215,1512,3392
62,1543197959.50998,-0.03919423129558563,-0.25939533443450924,-0.14466825294494629,-2.319891328225577,-0.013864987601994472,-1.5368741108875401,1512,3392
63,1543197959.519978,-0.03854430427551269,-0.2593956008911133,-0.14501554279327392,-2.3216679903113424,-0.013801624341700689,-1.5368288059173447,1512,3392
64,1543197959.530008,-0.03810860533714294,-0.25940674362182614,-0.1451970845222473,-2.3228840472197176,-0.014160025844347002,-1.536618328178248,1512,3392
65,1543197959.540008,-0.03775647385120392,-0.2594149311065674,-0.1453421459197998,-2.3237268578913866,-0.014352401710580852,-1.537241893155217,1493,3411
66,1543197959.549983,-0.03706966378688812,-0.259425492477417,-0.1456848575592041,-2.325414817354664,-0.01418064744854257,-1.5365097458741253,1493,3411
67,1543197959.559977,-0.036714997935295104,-0.25940754299163815,-0.1458463423728943,-2.326302316139418,-0.013914098984343945,-1.536776535939933,1493,3411
