1,   6.395,  -0.189,   9.729, -89.672,   1.273,-124.921,
1,   6.395,  -0.189,   9.729, -89.672,   1.275,-124.919,
1,   6.395,  -0.188,   9.729, -89.670,   1.273,-124.920,
1,   6.395,  -0.189,   9.729, -89.671,   1.275,-124.925,
1,   6.395,  -0.188,   9.729, -89.670,   1.274,-124.924,
1,   6.395,  -0.188,   9.729, -89.673,   1.274,-124.927,
1,   6.395,  -0.189,   9.729, -89.674,   1.277,-124.925,
1,   6.395,  -0.188,   9.729, -89.670,   1.272,-124.929,
1,   6.395,  -0.188,   9.729, -89.667,   1.272,-124.924,
1,   6.394,  -0.188,   9.729, -89.669,   1.273,-124.920,
1,   6.395,  -0.188,   9.729, -89.668,   1.276,-124.929,
1,   6.396,  -0.188,   9.728, -89.668,   1.278,-124.936,
1,   6.396,  -0.188,   9.728, -89.666,   1.280,-124.936,
1,   6.396,  -0.188,   9.728, -89.663,   1.279,-124.933,
1,   6.396,  -0.188,   9.728, -89.666,   1.280,-124.932,
1,   6.396,  -0.189,   9.728, -89.666,   1.281,-124.933,
1,   6.396,  -0.189,   9.728, -89.666,   1.280,-124.932,
1,   6.396,  -0.188,   9.728, -89.666,   1.276,-124.932,
1,   6.395,  -0.188,   9.729, -89.665,   1.276,-124.928,
1,   6.396,  -0.188,   9.728, -89.666,   1.279,-124.932,
1,   6.396,  -0.189,   9.728, -89.669,   1.279,-124.933,
1,   6.395,  -0.189,   9.729, -89.668,   1.277,-124.926,
1,   6.395,  -0.188,   9.729, -89.669,   1.272,-124.926,
1,   6.395,  -0.188,   9.729, -89.669,   1.272,-124.924,
1,   6.395,  -0.188,   9.729, -89.669,   1.271,-124.927,
1,   6.396,  -0.189,   9.728, -89.671,   1.275,-124.929,
1,   6.395,  -0.189,   9.729, -89.674,   1.275,-124.927,
1,   6.395,  -0.189,   9.729, -89.673,   1.272,-124.927,
1,   6.395,  -0.189,   9.729, -89.677,   1.275,-124.925,
1,   6.395,  -0.189,   9.729, -89.676,   1.274,-124.923,
1,   6.395,  -0.189,   9.729, -89.673,   1.273,-124.925,
1,   6.395,  -0.188,   9.729, -89.672,   1.271,-124.925,
1,   6.395,  -0.189,   9.729, -89.674,   1.274,-124.925,
1,   6.395,  -0.188,   9.729, -89.672,   1.271,-124.926,
1,   6.395,  -0.188,   9.729, -89.672,   1.273,-124.925,
1,   6.395,  -0.188,   9.728, -89.672,   1.274,-124.927,
